market id,market symbol,market name,business day,session open,session high,session low,closing price,open interest,session trade volume,lifetime high,lifetime low
679823,SWINE.FLU.US.JUN09.25000+,25,000 or more cases of A/H1N1 Swine Flu to be confirmed in the US before midnight ET on 30 Jun 2009,2009-05-09,15.0,15.0,15.0,15.0,10,10,15.0,15.0
679823,SWINE.FLU.US.JUN09.25000+,25,000 or more cases of A/H1N1 Swine Flu to be confirmed in the US before midnight ET on 30 Jun 2009,2009-05-10,45.0,45.0,34.0,40.0,88,99,45.0,15.0
679823,SWINE.FLU.US.JUN09.25000+,25,000 or more cases of A/H1N1 Swine Flu to be confirmed in the US before midnight ET on 30 Jun 2009,2009-05-11,39.0,39.0,18.0,25.0,165,117,45.0,15.0
679823,SWINE.FLU.US.JUN09.25000+,25,000 or more cases of A/H1N1 Swine Flu to be confirmed in the US before midnight ET on 30 Jun 2009,2009-05-12,28.0,34.8,27.5,33.0,511,369,45.0,15.0
679823,SWINE.FLU.US.JUN09.25000+,25,000 or more cases of A/H1N1 Swine Flu to be confirmed in the US before midnight ET on 30 Jun 2009,2009-05-13,28.0,28.0,27.1,27.1,605,98,45.0,15.0
679823,SWINE.FLU.US.JUN09.25000+,25,000 or more cases of A/H1N1 Swine Flu to be confirmed in the US before midnight ET on 30 Jun 2009,2009-05-14,29.9,47.0,29.9,46.0,660,91,47.0,15.0
679823,SWINE.FLU.US.JUN09.25000+,25,000 or more cases of A/H1N1 Swine Flu to be confirmed in the US before midnight ET on 30 Jun 2009,2009-05-15,38.0,45.0,38.0,43.0,812,157,47.0,15.0
679823,SWINE.FLU.US.JUN09.25000+,25,000 or more cases of A/H1N1 Swine Flu to be confirmed in the US before midnight ET on 30 Jun 2009,2009-05-16,44.9,46.0,30.0,30.0,829,53,47.0,15.0
679823,SWINE.FLU.US.JUN09.25000+,25,000 or more cases of A/H1N1 Swine Flu to be confirmed in the US before midnight ET on 30 Jun 2009,2009-05-17,36.0,39.9,33.0,39.9,840,39,47.0,15.0
679823,SWINE.FLU.US.JUN09.25000+,25,000 or more cases of A/H1N1 Swine Flu to be confirmed in the US before midnight ET on 30 Jun 2009,2009-05-18,40.0,42.0,28.9,34.9,899,70,47.0,15.0
679823,SWINE.FLU.US.JUN09.25000+,25,000 or more cases of A/H1N1 Swine Flu to be confirmed in the US before midnight ET on 30 Jun 2009,2009-05-19,38.8,38.8,27.0,29.0,940,107,47.0,15.0
679823,SWINE.FLU.US.JUN09.25000+,25,000 or more cases of A/H1N1 Swine Flu to be confirmed in the US before midnight ET on 30 Jun 2009,2009-05-20,30.9,30.9,24.0,24.0,945,51,47.0,15.0
